outcome,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,cov1,cov2,cov3,cov4,wqs,wqs.residuals,qgcomp.residuals
0.250404075,-0.438678587,1.175410024,-2.383473551,1.091155849,-1.017308154,0.707035235,1.053154958,-1.062919009,0.349755553,0.903533198,0.034425913,-0.378377054,1.183840381,-0.729457347,2.910860293,1.316585061,0.254394538,-0.358233879,0.709453383,-1.172021129,-1.11081494,-1.312725299,-0.535485482,0.203454333,1.273643974,0.545779438,-1.540720111,0.84407582,-0.260801042,-0.194865061,0.192214802,0.241611792
0.795621943,0.948117323,1.982715673,1.813054491,-0.623974504,0.787882478,1.295253278,-0.431539497,0.01045017,2.639502708,-0.060231505,-0.174625975,0.876232386,0.999295266,0.375911236,2.379092872,0.69530025,0.689078206,0.246051076,-0.430231463,0.096946065,0.131936898,1.143435219,-0.419033353,1.980914747,0.911546781,1.491929392,0.281922498,0.358663371,-0.015255487,0.739557277,0.151219995,0.197869462
0.528331659,0.201406162,-2.285303504,1.426355519,-0.027923873,0.44672701,2.144690457,-0.047110746,1.559872821,1.603789427,0.753101922,0.853419343,-0.882449148,0.406072749,0.844714255,-1.040078195,0.552591083,0.051385031,0.172974659,1.278632881,0.117069447,-1.013164407,1.250002467,0.320115928,-0.36516747,1.33782334,-1.942079471,-0.933713107,-2.400610264,0.059890376,0.449594425,0.065838782,0.120113429
-0.231194652,0.384347024,-1.036846418,0.288023465,0.051082849,-0.151566306,-0.562127079,-0.592545928,-2.226983208,-0.495641056,-0.129784046,0.11879891,-1.229182698,0.323622907,1.771943403,-0.13845041,-0.022213364,-0.128090285,0.492682449,-0.457659084,-0.990557876,1.003642145,-0.339058348,-0.902339499,-0.317687093,0.374557885,0.03004897,-0.58697874,-0.313628005,1.071375588,-0.231253388,-0.266555598,-0.221618317
0.279792487,-0.294355822,1.840795007,-0.838812864,1.57878749,-0.261903691,0.166701891,-1.959254066,0.17460002,-0.154748953,0.359771233,0.091571257,0.252827065,-0.973836096,0.268841252,1.640608334,1.181884046,-0.466768868,-0.812438671,-1.700813135,-1.610763895,1.052874982,-1.66867529,-0.572359243,0.405318523,1.631920122,0.698252363,-1.006197568,0.717940836,1.702665612,-0.180516006,0.212601292,0.140680886
0.593488914,1.278176439,1.916789412,0.580969601,2.558800537,1.722049511,1.625097118,0.708032097,1.162315342,0.402371678,-0.711013129,1.630114066,1.358341096,1.778966913,1.541769887,2.844705799,2.939139967,1.970967172,1.40990323,2.168751674,1.454197897,2.825010122,1.065451306,0.842849098,2.057393008,1.819507049,0.658859223,0.217169623,1.516099239,-0.15284394,1.301398526,-0.403385838,-0.244393718
-0.134945058,-0.183922187,0.977646779,0.447015271,1.63290508,0.743523051,0.503873949,-1.220399439,0.184914854,-0.607161684,-0.422470162,-1.446242152,0.13131827,-0.578280118,-0.603867282,-0.21893282,-0.573396849,0.487223186,0.385459873,-0.232200434,0.369042587,0.011528112,1.477084807,2.286091689,1.697411054,1.579457249,-1.626094332,-0.510067928,0.270741139,-0.359180354,0.027108218,-0.332389938,-0.218835896
-0.339654243,-0.135462863,-2.513491714,-0.42139452,-0.030341475,0.219880508,1.923074506,0.184234601,0.182731644,1.042833975,-1.157969428,1.846020246,-0.486995794,0.163498355,1.041131554,-1.216345987,-0.370933686,0.541118532,-0.207220621,-1.514783815,-0.329436197,0.522292934,-0.011094128,0.712550975,-0.135117734,0.187478334,0.367295953,-0.716962622,-1.036127688,2.198935306,-0.113193554,-0.449080382,-0.479073608
1.141040636,-0.865394786,0.365416786,1.829844335,-1.322540237,-0.095305333,-0.291009701,-1.156145277,0.158630627,1.227198651,0.620960807,0.591121589,0.241444647,-0.300829888,-0.213094558,-0.539031885,-0.536188006,1.374326572,-0.933174534,0.206205926,0.379034323,-0.133930082,-1.094011792,-0.015772489,-0.369442079,-0.753835177,0.773441929,-0.190027161,0.5162784,0.984610463,0.381014876,0.721571345,0.513602682
-0.032326713,0.88163743,0.581594099,0.580379684,0.970309892,0.335735442,-0.438518318,0.274789148,0.974301587,1.873174244,0.029203313,0.063840507,-0.177142655,1.969025186,1.585375323,1.916200146,0.927684366,1.410912114,0.758363242,-0.296971708,0.631238463,0.019707113,1.254037999,0.433987895,0.849072283,0.93914794,-0.532076647,0.397765958,0.299720524,-0.937531456,0.627256801,-0.606276618,-0.482620678
0.83837529,-0.13860759,-0.655895351,0.185214019,0.446735206,0.69263273,-0.62645206,-0.639627342,0.225160437,0.073276569,-2.381077381,-0.101999408,-0.312362685,0.931706727,-1.119927915,-0.253930306,0.115802661,0.84446866,-0.515610005,-1.113781346,1.035131477,1.507052887,0.450403189,-0.197399981,-1.025671628,0.340763113,-0.523955919,-0.962718128,-0.146176219,-0.405975822,-0.079195326,0.70762026,0.645970824
0.668902353,0.950154988,-0.361284824,1.757192096,-0.915963535,1.539253716,1.55762311,1.121566392,-0.628470364,-0.385633087,2.928686274,-0.26157339,1.890509327,0.466679307,2.233270643,-0.059634518,-0.188339818,0.457726577,0.072753188,3.269418988,0.825300379,0.585284643,1.151096479,1.52395256,2.473499954,1.293524271,0.151536517,-0.295445781,-1.426286759,-0.089906289,1.028343278,-0.156670365,0.072399058
0.300945024,0.2575951,-0.356195701,-0.051699449,-0.598968625,1.617151537,0.072827223,-0.154324223,-0.560043635,-2.468529737,0.154332954,-0.821219861,0.495750221,0.029959281,1.434746805,0.109292599,-0.695848276,-0.0696004,0.322008965,0.409874002,0.38597996,-0.530789072,-1.201044808,-0.89973398,0.212718315,-0.041041068,1.706441347,0.409518052,0.734780889,1.937683495,0.033056101,0.099768722,0.076872967
-0.257709713,-0.275210089,-1.015815913,0.350995759,-0.56165632,0.600821094,-1.019362386,-2.048500433,-0.11511715,-0.388901894,-0.359531584,-0.324890464,-0.006185299,-0.836683322,2.215079698,-1.20685891,0.567787533,-0.288533076,-0.006040535,-1.29417181,0.219444702,-0.706188128,-0.67335373,-0.534367769,-0.399676645,-0.793277783,-0.870940043,0.80482731,-1.540976346,-2.099584271,-0.184422924,-0.322449893,-0.42547386
-0.197177817,-0.041453032,0.465061541,-0.873986493,-0.44443435,-0.980240855,-0.654292206,-0.828719786,-0.730908745,-0.971485849,0.337078822,1.093202267,1.201434097,-0.877869833,-0.620979173,0.312255997,0.953143274,0.028883257,-0.434827935,-1.371234008,1.216832333,0.265094228,-0.724653676,0.347070037,-0.581424328,-1.188229813,0.45881148,-0.583739002,0.74579095,0.939104208,0.115690586,-0.450195113,-0.720573052
0.057735961,-0.062464529,1.546678833,-0.955945992,0.431523847,1.053987332,-0.224888498,-1.4804344,-0.184643536,-1.546113661,0.033875935,-1.19253456,0.150759512,0.333020812,-1.288172555,0.832131287,0.403652562,-0.115355584,-0.128569816,-1.795218034,-1.443964411,1.788586492,-1.176477153,-0.87200744,-0.242328463,0.702042316,-0.385046271,1.077801804,-0.707174139,-0.36562026,-0.375871575,0.113101672,0.084036389
0.2312634,-0.393911571,0.796735184,-1.342527351,0.116003441,-0.848423528,0.334717991,-0.730763739,-0.124805516,0.054844138,-0.233037981,0.207156133,0.470534599,-0.160650096,0.720669281,-0.89464184,-1.117318498,0.796439942,-0.242236205,-0.553463889,1.425317916,-1.209503095,-0.086594719,-0.308503811,-1.968712366,-0.36038192,-0.688376449,0.5759911,-0.525925061,1.652357753,-0.227336417,0.193445131,0.015000636
-0.239410012,0.262608603,0.772477073,-1.053031947,0.694116415,0.473523856,-0.542747145,0.349621724,-0.634571821,-0.53936269,0.816596915,-0.309439313,1.211483422,0.830212515,0.536353662,-1.174657004,0.236291189,-1.417202878,-0.64549684,-0.731188097,-0.779453996,-0.829537758,0.739347288,0.169306086,0.931960336,0.287074887,1.625990173,0.521191576,1.343303782,-0.851626455,-0.269284455,-0.250912053,-0.153429395
-0.225765929,-1.603914678,-0.176202766,0.921136986,-0.467025545,-0.167323555,-0.125983488,-1.471822428,0.340666506,-1.208323517,0.556161732,-1.432733499,-0.493261323,-1.404203277,0.450447154,-0.406616208,-0.123719641,0.39434211,0.184434879,-0.503054552,-1.25945998,-0.43396078,-0.397822843,-0.012358208,-1.695136668,-0.136936536,0.510262432,-1.471940209,0.12650653,-1.826614019,-0.306572047,-0.213875487,-0.342328683
-0.529880322,-1.320344508,-1.313001081,-0.93662331,-0.058145491,-0.325965532,-1.558661173,-0.457200869,6.57E-05,-1.002550269,-0.179188857,-0.306881534,0.966520696,-0.512891411,-0.131032914,-1.132730434,-0.061263312,0.305213201,0.521602331,-1.031678212,-0.87682617,-0.606100369,1.49956466,-1.275298705,1.052512423,0.246431665,0.287218659,-0.652292481,-1.213517295,-0.260048969,-0.506678417,-0.392452545,-0.335259009
-0.295548486,1.046520976,0.385185344,-0.110846468,-0.566651034,-0.246312763,1.744939791,-0.481360497,0.107472442,1.12698655,0.190323426,-0.597272848,-0.036897569,0.121790059,0.250442131,-1.448349708,-0.126822954,0.90274642,0.431235338,0.599996433,0.494088162,-0.090765546,-0.282272453,0.23228543,0.920039314,0.194333537,-0.522374772,-0.974491251,-1.339938048,0.396343138,-0.135797338,-0.390794073,-0.190527875
0.027919118,-1.504079845,0.601697088,-0.493963306,-1.361893179,-0.607902336,-0.625286442,-1.058919716,-0.662807543,-0.711611235,-0.016926476,-0.355754676,-0.263368308,-1.136971367,-0.709627136,-0.796063029,-1.256237196,0.394497329,-1.891122183,-3.269901776,0.181322641,-0.697788501,0.316588277,0.023076387,1.24368859,-1.775183554,1.755490539,-0.16979509,0.105700889,1.028139884,-0.451218845,0.130554166,-0.088684272
1.054949498,0.026256059,-0.065058196,0.586694688,0.009661797,-1.100975095,0.269751849,-0.20741406,-0.396842726,-0.408946499,0.238170103,0.469527611,0.958902296,0.851412492,1.448641374,-0.668498756,0.135432084,0.043329439,-0.381389392,1.395106144,0.843962304,-0.116677422,0.354936401,-0.511807241,0.159124572,0.646344121,-0.103805813,0.857135469,0.02798683,-0.475117245,0.208068899,0.743978388,0.760012722
-0.389620749,1.17049325,0.730896509,0.827572023,1.684423387,-0.05421951,1.158894898,0.567248036,1.387761741,0.066790354,-0.129775605,-0.141196621,0.609868962,0.226674208,0.003034227,-1.135346716,-0.153693736,0.815228313,0.540791708,0.944313164,-0.320547544,0.213244646,-0.480761972,0.740405681,-0.03513135,0.852664539,-1.70365835,1.055102194,-1.677491748,0.466927826,0.095400113,-0.629908756,-0.459306964
-0.088768294,1.806438216,0.448388412,-0.94214075,0.648769855,-0.034800384,0.374275486,0.640619677,-0.42291767,0.505157804,-0.236140763,0.699883453,-0.142745452,1.683235557,0.196623716,0.036613414,-0.204872366,0.035966651,-0.773804642,-1.763776669,0.92339483,0.928993504,0.415694513,0.180743756,-1.138862049,0.433020972,-2.263137389,0.259322719,-1.310780924,0.22615507,0.072134018,-0.314460245,-0.322013718
-0.213075255,0.498359608,0.358164127,0.202174567,-0.581779997,1.640019842,1.946231078,0.923687441,1.739575375,0.793558266,0.587811699,-0.66079224,0.383858916,0.565697505,-0.077732935,-0.954005913,0.660129843,0.954622096,-0.276378335,0.736742776,0.74342023,-0.138053074,1.439740183,-0.426900178,-1.281529897,0.256476222,0.178687031,-0.089856016,-0.682937482,-0.141607452,0.254219053,-0.552998803,-0.473042139
-0.014515871,0.31877628,-1.132294763,-1.550748483,0.211115239,-1.448314555,-0.991066334,-0.337059093,-0.412015796,0.29685544,-1.394760329,-1.686568715,-0.217106162,-1.036197629,-0.837230076,-0.434306547,-1.017454223,-0.834051078,-2.081024407,-0.436973452,-0.667469487,0.875957329,-2.26113236,-1.631855955,0.64838648,0.24363533,0.689285489,-1.032476338,-0.20865856,1.720829787,-1.076217437,0.48021393,0.686367373
-0.392716863,0.323948623,0.824374546,-0.416016265,1.055540395,0.4243746,-0.500421662,0.12319869,0.58390813,-0.707806103,-0.71982419,0.276317794,0.397437891,-0.998387521,-1.563015379,-1.489013243,0.748675212,-0.218431467,-1.412097935,-0.714019342,0.19966702,-0.956588778,-2.322094476,0.560318565,-0.307209357,-1.372938254,1.234388748,-1.360961355,-1.032427511,-1.038756424,-0.280824252,-0.396979378,-0.503993121
-0.169136553,-0.082439217,-0.825757205,-1.037250303,-1.154660699,-2.133590869,0.815167166,-1.553042154,-2.289351115,-0.73814669,0.027119788,-0.538783826,-1.272327634,0.104787688,-0.86740355,-1.164118692,-1.876224452,-0.559756028,-1.393102585,0.840302053,-0.903084448,1.003095671,-0.411043555,-0.253901354,0.434607783,-0.821263386,0.640211129,0.167133432,0.283835561,0.038681954,-0.851640828,0.184704435,0.239287479
1.09357971,0.278691627,0.355218237,2.703778107,0.626135943,2.127302068,0.374090683,0.604910406,-0.358870164,0.989410466,0.205189845,0.207729342,1.037529884,1.089467646,-0.20409812,1.096109541,1.343157812,1.820267635,0.987659959,0.288233014,1.032658449,-0.393943201,0.509955976,1.202583932,0.379945805,0.802664146,0.080031561,0.451072636,0.315335425,-1.254459909,1.111305865,0.215960162,0.132479893
0.134888474,1.123771465,-0.570258636,0.463126726,0.478027991,-0.753195198,1.422561429,1.663044726,0.365196012,1.052205234,-0.139108062,1.921878932,0.325084674,0.832757392,2.315051605,1.270593337,2.540956781,0.372867079,0.030804629,1.843128545,1.469353278,0.395813626,-0.5672206,0.925934781,2.061472085,-0.662077801,-2.279487914,0.048844555,-0.014361604,-0.140397986,0.785987426,-0.538641568,-0.424242056
0.137894487,-0.110264201,0.73469072,0.684933143,-0.916641254,-0.459057416,-0.050510675,-0.592225182,0.965432828,-0.563527013,-0.233692465,-1.180505408,-0.897152041,1.156946746,0.208475921,1.24897326,-0.795180022,-2.017913082,0.623720434,1.097405736,-0.337583267,-0.108158484,1.668472718,2.138283098,-0.316165522,0.486757894,-0.562465217,1.348350962,0.135954993,-0.052969976,0.069583262,-0.08619724,-0.02216926
0.102959414,0.566490638,-0.945348743,-0.15136625,-0.673199252,0.402370059,1.73421786,-0.300037183,-0.933395015,-0.602836018,-0.221932761,-0.040791627,0.772685587,-0.109128869,-0.257534496,-1.28006209,-0.222983916,-1.003824264,-0.909212811,1.40423534,1.209393082,-0.997123339,-0.017706456,1.039795488,-0.249179945,-0.459137265,-0.354524388,-0.978223077,0.217360018,0.06644985,-0.008104599,-0.072394599,-0.120512999
-0.556194842,0.504751351,0.119712497,1.424329744,0.413456124,-0.032151332,-0.799911927,0.237334534,0.54062046,0.919798532,-1.140810127,-0.362632795,0.541050747,0.152612103,1.207635592,0.289850473,-0.500196977,-1.32269088,-1.21447223,-0.221075559,-1.090910792,-0.565367829,-0.626738558,0.183996669,0.428990424,-0.11399407,-2.186694152,-1.132377543,1.144697644,0.013252273,-0.052322504,-0.703808619,-0.647757274
-0.440766996,-0.662523139,1.860476525,0.514323543,0.297276213,-1.229589773,1.173357507,0.038405008,0.133832429,-0.504747425,-2.325395355,-0.90920514,0.876777674,-0.333714515,1.725374557,-0.330539993,-0.244176369,-0.342563768,-0.105086402,0.444760918,0.485487661,1.907735931,0.477918203,-0.056056543,0.84981482,0.50492623,1.439437119,0.69077105,0.199008936,0.345559594,-0.270208169,-0.451689543,-0.307028082
-0.051643226,1.278598383,0.662967797,0.813990981,0.160460268,-0.569452362,2.355516363,0.680322532,0.224059532,0.879544174,0.010010955,-0.45267318,1.408322384,0.869981286,1.38367395,-2.034409155,-0.229897751,1.669317897,0.522798956,0.170889259,0.515135534,1.442670138,1.019425618,-0.323672122,0.288033462,0.739281536,1.34694127,0.293373696,1.306161825,-2.239157633,0.069320815,-0.275570306,-0.027699166
1.240985222,-0.052785901,0.078563168,0.617046597,-0.385543005,0.584648005,-0.526707306,-1.224992283,-3.939102392,-0.653834025,1.133866909,0.063263281,-1.600001621,-0.646838603,-1.687714293,-0.494715053,-0.953548554,-1.345328945,0.247395753,-1.141760821,-0.216606852,-0.616890193,-0.24116248,0.513524898,-0.372426143,-0.478476759,0.733487292,0.949234514,1.746725077,0.331077915,-0.062857185,1.099980409,0.844769737
0.762994547,2.049624262,1.753414549,0.08331452,1.363511775,1.983088579,1.155183614,1.340251177,0.156074731,0.5779825,1.178080707,0.472390144,-1.124106102,1.690948686,2.838901207,1.876807272,2.030570351,0.052118089,1.811695653,1.583876829,-0.611487177,0.211378212,0.686314732,0.061004121,-0.481977421,0.684392689,-0.721578267,1.084032401,1.647372864,-0.430580996,0.669957495,0.162256232,0.349600068
0.144193712,1.040022076,0.607220089,0.695628682,0.98291748,-0.055468661,0.351518847,-1.416035823,-0.824442252,0.343490375,-2.620877469,0.255017574,0.654322404,1.328288869,-0.09330018,0.124779044,-0.347559114,-0.581374666,0.36041736,-0.453079865,1.610679733,0.11681794,-1.782344898,-1.163621895,0.047726918,0.358598237,-1.191676165,0.073687875,-0.684962835,-1.18862676,0.088088144,-0.091507108,-0.208161799
-0.264286028,0.254749877,-0.209279489,-0.121141689,-0.706660556,0.556179391,-2.01208154,0.627699536,-0.73274622,-1.989368428,-1.072405226,-0.454892471,-0.658255618,1.094813849,-1.112757192,-0.97528293,-0.520828372,-0.781380021,0.482326215,0.030919368,-0.669012454,0.654552939,-0.148901986,-0.751041767,0.660385799,0.33274509,0.263538873,-0.776352595,-0.512047849,1.043752953,-0.430849653,-0.174429655,-0.015449806
-0.559999307,-1.20527062,-0.034756047,-0.250213186,1.476898198,0.072596604,-1.227356287,0.447571227,-1.214129982,-1.817395446,-1.760045228,-1.927176084,-0.865113079,-1.533583733,0.221004422,-1.383489157,-0.074871493,-0.603748693,0.310421729,-1.010658755,-1.482816758,-0.038085787,-0.208453073,-0.508254768,-1.085062177,-0.754488376,-1.179023123,1.857299764,0.230355068,0.465030874,-0.98854035,-0.120273991,-0.063476718
1.123662955,0.300548316,-1.386351184,0.357634301,0.558663921,-0.659066172,0.067891897,0.501549315,-0.170775135,-0.379188309,0.149191587,2.120741581,-0.977870844,-0.253966735,0.407014763,-1.385180067,1.505613756,-1.214776361,-0.110162845,1.342882363,-0.657651333,1.243179135,-1.677467561,0.226209074,-0.283519353,1.218571656,0.060765035,0.104993647,1.648683123,0.264832914,0.034855105,0.921358042,0.991298079
-0.132484567,0.358112709,-0.748258159,0.655050724,-0.153100652,0.138334515,-0.503181944,0.93886135,1.29037633,1.357240859,-1.502692156,-0.091506395,-0.009495002,1.122654295,-0.086702695,-0.152479843,-0.856790252,0.865672124,0.550717498,-0.824431306,0.98555724,0.813504295,-0.431853837,-0.465337077,-0.570718842,-0.901732315,-1.893203907,-0.056395661,-1.502426591,-1.191657759,0.116857316,-0.386233814,-0.376197754
-0.209176713,-0.80391254,0.162599054,0.402282437,0.185204795,-0.50796557,0.177565931,-0.632732732,-0.273399786,-0.542471395,0.999874714,-0.247744269,1.10030825,0.267305571,-0.278823111,0.922370436,0.221373596,-0.819204427,-1.189161513,-0.381913171,0.400224576,0.023408116,0.063784924,1.235167819,-0.690030014,0.25731554,0.251989747,0.903129598,0.516003533,0.491720763,0.30096082,-0.57842385,-0.789301363
0.16032236,1.532052662,0.639508422,0.979216183,0.598287522,-0.991216264,0.787035754,-1.182753095,0.737182249,2.077065177,2.188661399,2.502120959,-0.596921985,0.950224558,-0.577326949,0.411489569,0.190116426,0.440546569,-0.149633351,1.151872852,1.293523257,1.896219169,-0.188557862,0.685115006,-1.729463602,1.557274379,-0.278745935,-1.348886464,-2.382800219,-2.07743312,0.98061096,-0.635305345,-0.791150394
0.534484068,0.386097251,-0.73050148,-1.788547259,-0.575674883,1.072316114,0.051881464,0.797077598,1.215112469,-0.041886719,1.419587279,-0.283870779,0.437505119,-0.151871143,-0.006768834,0.569218822,0.084136265,-0.870571029,0.389495321,0.714695644,0.676893318,-0.893431741,0.413093968,0.50991416,0.255635057,-0.417169755,0.252230868,0.908230799,0.379215641,0.620197725,0.125594917,0.27525326,0.331155453
0.264180715,0.838794566,0.791898787,-0.634743136,0.897378124,0.103904418,0.562402927,0.087822576,-0.50115151,1.027211065,0.548412086,1.575444926,-0.002286176,-0.730285999,-1.353842732,1.775478173,0.747070617,1.689852575,0.335834775,0.070363556,-1.692423002,-0.466507115,-1.346635474,0.701657064,-0.757977467,-0.207240112,-1.403092808,0.685066723,0.637297714,0.109983412,0.147898316,-0.009042197,-0.106246082
0.271584725,0.132048993,0.906868693,2.094291527,-1.299319877,0.958609261,0.579096708,0.096517927,-0.12870608,-0.735623866,0.121626459,-0.684428792,0.420725651,-1.118534722,0.809635747,1.316381079,1.834584123,-0.206703228,1.290424416,0.000487741,0.75478023,0.28428678,-0.21228818,0.152368514,0.702110823,0.458066457,-0.827777454,-1.56374984,-1.352137742,0.541199881,0.614063222,-0.294088149,-0.317376715
0.313969539,0.721100021,-0.932871902,-0.015862999,-0.110346471,0.120668842,-0.716877002,1.385435257,0.645519806,0.530611684,-0.77668008,0.375290648,-0.707840955,-0.179972422,-0.236984456,0.311408465,2.267428884,-0.961242604,0.01814468,-1.11819607,0.604108784,-0.581502033,0.529899388,-1.929714178,-0.018573279,0.289702703,0.459296034,2.076095127,0.003599589,0.247974732,0.02034402,0.1207682,0.175360321
1.25711334,0.147855914,-1.862831112,0.697747752,-0.452818777,0.33268631,-0.973634071,-0.151159432,-0.354514256,-1.447016137,-0.476658812,0.982422162,0.378612109,1.384082445,0.386086178,-0.044886569,-0.05076909,-1.547369046,0.294485966,-0.577186706,-0.816991608,-0.212872961,-0.523922872,0.112854714,0.405050192,0.551772872,0.19597358,0.923183299,0.499294806,2.189637998,0.096393422,1.016202179,0.961275968
0.592954005,0.657150354,-0.005152095,0.070875538,0.51866575,1.09018603,0.893892456,0.56701123,-0.325496862,-0.642260443,-1.094518634,0.34770651,1.332189086,0.246113871,-0.15477796,1.116314197,0.61500202,1.130621057,0.531113097,-0.243972438,1.180630089,-0.37540139,-0.191525011,0.253486604,-1.499309376,0.429175919,1.419515811,-0.639588691,1.163063144,0.548773571,0.388002427,0.169101053,0.028726873
0.116497862,2.403013282,0.140817092,0.378475008,-0.276990409,0.28864079,-0.580275576,0.187921033,0.635896726,1.059538265,-1.037484367,0.997688933,-0.865313605,-0.677571687,0.070227881,1.463141393,-0.754616078,-0.298005704,-0.76017591,-0.496542709,-0.816259424,0.249248829,-0.67822138,-0.030388977,1.081657533,0.50536935,0.641817333,-1.069056462,0.397859092,-0.052873706,0.074720903,-0.11081698,0.015388981
